geometry,city,state,state_abbr,county,population
"c(-122.2031678, 37.4549241)",Atherton,California,CA,San Mateo,6914
"c(-120.5971768, 37.3540494)",Atwater,California,CA,Merced,28168
"c(-121.0767175, 38.8950563)",Auburn,California,CA,Placer,13330
"c(-118.3301655, 33.332675)",Avalon,California,CA,Los Angeles,3728
"c(-120.1160228, 36.0311809)",Avenal,California,CA,Kings,15505
"c(-117.912253, 34.1385241)",Azusa,California,CA,Los Angeles,46361
"c(-119.0182915, 35.3212129)",Bakersfield,California,CA,Kern,347483
"c(-117.9712858, 34.0828245)",Baldwin Park,California,CA,Los Angeles,75390
"c(-116.8992414, 33.9460316)",Banning,California,CA,Riverside,29603
"c(-117.0430058, 34.8667883)",Barstow,California,CA,San Bernardino,22639
"c(-116.9504611, 33.8630834)",Beaumont,California,CA,Riverside,36877
"c(-118.1792494, 33.9797042)",Bell,California,CA,Los Angeles,35477
"c(-118.1544369, 33.9643785)",Bell Gardens,California,CA,Los Angeles,42072
"c(-118.1272504, 33.8878214)",Bellflower,California,CA,Los Angeles,76616
"c(-122.2944751, 37.5143975)",Belmont,California,CA,San Mateo,25835
"c(-122.1509457, 38.0688)",Benicia,California,CA,Solano,26997
"c(-122.2990661, 37.8667016)",Berkeley,California,CA,Alameda,112580
"c(-118.4024374, 34.07923)",Beverly Hills,California,CA,Los Angeles,34109
"c(-116.8958909, 34.2429577)",Big Bear Lake,California,CA,San Bernardino,5019
"c(-118.3958068, 37.3663784)",Bishop,California,CA,Inyo,3879
"c(-114.6217852, 33.6535839)",Blythe,California,CA,Riverside,20817
"c(-115.5299143, 32.9787022)",Brawley,California,CA,Imperial,24953
"c(-117.865201, 33.9245225)",Brea,California,CA,Orange,39282
"c(-121.7185472, 37.9359047)",Brentwood,California,CA,Contra Costa,51481
"c(-122.383302, 37.6757495)",Brisbane,California,CA,San Mateo,4282
"c(-120.1942368, 34.6154975)",Buellton,California,CA,Santa Barbara,4828
"c(-118.0046224, 33.8567609)",Buena Park,California,CA,Orange,80530
"c(-118.3248656, 34.1889857)",Burbank,California,CA,Los Angeles,103340
"c(-122.3633425, 37.5899515)",Burlingame,California,CA,San Mateo,28806
"c(-118.6689261, 34.1338083)",Calabasas,California,CA,Los Angeles,23058
"c(-115.4945793, 32.6843207)",Calexico,California,CA,Imperial,38572
"c(-117.8588539, 35.1545736)",California City,California,CA,Kern,14120
"c(-117.0542002, 33.9873322)",Calimesa,California,CA,Riverside,7879
"c(-115.4857095, 33.1688054)",Calipatria,California,CA,Imperial,7705
"c(-122.5826961, 38.5814083)",Calistoga,California,CA,Napa,5155
"c(-119.0321535, 34.2218233)",Camarillo,California,CA,Ventura,65201
"c(-121.9543517, 37.2802323)",Campbell,California,CA,Santa Clara,39349
"c(-117.2635469, 33.6883023)",Canyon Lake,California,CA,Riverside,10561
"c(-121.9540215, 36.9761484)",Capitola,California,CA,Santa Cruz,9918
"c(-117.2828349, 33.1239089)",Carlsbad,California,CA,San Diego,105328
"c(-121.9218895, 36.5529451)",Carmel-By-The-Sea,California,CA,Monterey,3722
"c(-119.500858, 34.3852905)",Carpinteria,California,CA,Santa Barbara,13040
"c(-118.2495736, 33.840367)",Carson,California,CA,Los Angeles,91714
"c(-116.4631031, 33.8354871)",Cathedral City,California,CA,Riverside,51200
"c(-120.9549068, 37.5966363)",Ceres,California,CA,Stanislaus,45417
"c(-118.0692077, 33.868049)",Cerritos,California,CA,Los Angeles,49041
"c(-121.818797, 39.7551592)",Chico,California,CA,Butte,86187
"c(-117.6574648, 33.9774322)",Chino,California,CA,San Bernardino,77983
"c(-117.7257147, 33.9428001)",Chino Hills,California,CA,San Bernardino,74799
"c(-120.2303453, 37.1131787)",Chowchilla,California,CA,Madera,18720
"c(-117.0151695, 32.6276701)",Chula Vista,California,CA,San Diego,243916
"c(-121.2879927, 38.6947775)",Citrus Heights,California,CA,Sacramento,83301
"c(-117.7137247, 34.1251923)",Claremont,California,CA,Los Angeles,34926
"c(-121.9301043, 37.9402973)",Clayton,California,CA,Contra Costa,10897
"c(-122.6332792, 38.960087)",Clearlake,California,CA,Lake,15250
"c(-123.0174286, 38.797955)",Cloverdale,California,CA,Sonoma,8618
"c(-119.6866523, 36.8289335)",Clovis,California,CA,Fresno,95631
"c(-116.1450983, 33.6910197)",Coachella,California,CA,Riverside,40704
"c(-120.339028, 36.1330564)",Coalinga,California,CA,Fresno,13380
"c(-117.3250312, 34.0545525)",Colton,California,CA,San Bernardino,52154
"c(-122.0095754, 39.2048901)",Colusa,California,CA,Colusa,5971
"c(-118.1499526, 33.9945237)",Commerce,California,CA,Los Angeles,12823
"c(-118.2273742, 33.892614)",Compton,California,CA,Los Angeles,96455
"c(-122.0015843, 37.9721785)",Concord,California,CA,Costra Costa,122067
"c(-119.5610307, 36.0845556)",Corcoran,California,CA,Kings,24813
"c(-122.1819931, 39.9281988)",Corning,California,CA,Tehama,7663
"c(-117.5638573, 33.862352)",Corona,California,CA,Riverside,152374
"c(-117.1561371, 32.6572021)",Coronado,California,CA,San Diego,18912
"c(-122.507735, 37.932145)",Corte Madera,California,CA,Marin,9253
"c(-117.9123358, 33.6659055)",Costa Mesa,California,CA,Orange,109960
"c(-122.7100491, 38.328492)",Cotati,California,CA,Sonoma,7265
"c(-117.8821434, 34.0904746)",Covina,California,CA,Los Angeles,47796
"c(-124.1989453, 41.7665079)",Crescent City,California,CA,Del Norte,7643
"c(-118.1825614, 33.9640029)",Cudahy,California,CA,Los Angeles,23805
"c(-118.3967807, 34.0058204)",Culver City,California,CA,Los Angeles,38883
"c(-122.0449562, 37.3193981)",Cupertino,California,CA,Santa Clara,58302
"c(-118.0383073, 33.8184769)",Cypress,California,CA,Orange,47802
"c(-122.4649783, 37.7009406)",Daly City,California,CA,San Mateo,101123
"c(-117.697957, 33.467725)",Dana Point,California,CA,Orange,33351
"c(-121.9699547, 37.8121909)",Danville,California,CA,Contra Costa,42039
"c(-121.7377925, 38.556147)",Davis,California,CA,Yolo,65622
"c(-117.2623926, 32.9628313)",Del Mar,California,CA,San Diego,4161
"c(-119.2635598, 35.7631833)",Delano,California,CA,Kern,53041
"c(-116.5494115, 33.9669252)",Desert Hot Springs,California,CA,Riverside,25938
"c(-117.8176013, 34.0015725)",Diamond Bar,California,CA,Los Angeles,55544
"c(-119.3988733, 36.5453531)",Dinuba,California,CA,Tulare,21453
"c(-121.8242225, 38.447512)",Dixon,California,CA,Solano,18351
"c(-120.6338434, 36.9854284)",Dos Palos,California,CA,Merced,4950
"c(-118.1308561, 33.9382375)",Downey,California,CA,Los Angeles,111772
"c(-117.9505276, 34.1609112)",Duarte,California,CA,Los Angeles,21321
"c(-121.9013173, 37.7142913)",Dublin,California,CA,Alameda,46036
"c(-122.1325502, 37.4677798)",East Palo Alto,California,CA,San Mateo,28155
"c(-116.9604818, 32.801659)",El Cajon,California,CA,San Diego,99478
"c(-115.5580064, 32.7873249)",El Centro,California,CA,Imperial,42598
"c(-122.3023909, 37.9196383)",El Cerrito,California,CA,Contra Costa,23549
"c(-118.0291358, 34.0746329)",El Monte,California,CA,Los Angeles,113475
"c(-118.401554, 33.9171449)",El Segundo,California,CA,Los Angeles,16654
"c(-121.3849366, 38.4144235)",Elk Grove,California,CA,Sacramento,153015
"c(-122.2978564, 37.8388747)",Emeryville,California,CA,Alameda,10080
"c(-117.2636163, 33.0506323)",Encinitas,California,CA,San Diego,59518
"c(-120.9999401, 37.7922235)",Escalon,California,CA,San Joaquin,7132
"c(-117.073223, 33.1336477)",Escondido,California,CA,San Diego,143911
"c(-124.1553502, 40.793304)",Eureka,California,CA,Humboldt,27191
"c(-119.1459278, 36.2940056)",Exeter,California,CA,Tulare,10334
"c(-122.5950965, 37.988378)",Fairfax,California,CA,Marin,7441
"c(-122.039719, 38.256757)",Fairfield,California,CA,Solano,105321
"c(-119.2081346, 36.305352)",Farmersville,California,CA,Tulare,10588
"c(-118.9176837, 34.3985824)",Fillmore,California,CA,Ventura,15002
"c(-120.4535912, 36.8537144)",Firebaugh,California,CA,Fresno,7549
"c(-121.1476563, 38.675957)",Folsom,California,CA,Sacramento,72203
"c(-117.4626845, 34.108793)",Fontana,California,CA,San Bernardino,196069
"c(-123.8036201, 39.4410694)",Fort Bragg,California,CA,Mendocino,7273
"c(-124.1426079, 40.5854108)",Fortuna,California,CA,Humboldt,11926
"c(-122.2507815, 37.56482)",Foster City,California,CA,San Mateo,30567
"c(-117.951129, 33.7105823)",Fountain Valley,California,CA,Orange,55313
"c(-119.673686, 36.6247447)",Fowler,California,CA,Fresno,5570
"c(-121.9411173, 37.4943734)",Fremont,California,CA,Alameda,214089
"c(-119.794492, 36.7826736)",Fresno,California,CA,Fresno,494665
"c(-117.9280246, 33.8857143)",Fullerton,California,CA,Orange,135161
"c(-121.3038357, 38.2674608)",Galt,California,CA,Sacramento,23647
"c(-117.9604719, 33.7787816)",Garden Grove,California,CA,Orange,170883
"c(-118.307522, 33.8944169)",Gardena,California,CA,Los Angeles,58829
"c(-121.5853213, 37.0064066)",Gilroy,California,CA,Santa Clara,48821
"c(-118.2458301, 34.1813929)",Glendale,California,CA,Los Angeles,191719
"c(-117.8469607, 34.1454331)",Glendora,California,CA,Los Angeles,50073
"c(-119.8577412, 34.4348747)",Goleta,California,CA,NA,29888
"c(-121.442918, 36.505979)",Gonzales,California,CA,Monterey,8187
"c(-117.3132411, 34.0311712)",Grand Terrace,California,CA,San Bernardino,12040
"c(-121.0550036, 39.2236859)",Grass Valley,California,CA,Nevada,12860
"c(-121.2449241, 36.3232917)",Greenfield,California,CA,Monterey,16330
"c(-121.6970858, 39.3621671)",Gridley,California,CA,Butte,6584
"c(-120.6196642, 35.1208877)",Grover Beach,California,CA,San Luis Obispo,13156
"c(-120.5733774, 34.9616314)",Guadalupe,California,CA,Santa Barbara,7080
"c(-120.9948698, 37.2545144)",Gustine,California,CA,Merced,5520
"c(-122.4373784, 37.4667704)",Half Moon Bay,California,CA,San Mateo,11324
"c(-119.6540096, 36.3261352)",Hanford,California,CA,Kings,53967
"c(-118.0725442, 33.8299885)",Hawaiian Gardens,California,CA,Los Angeles,14254
"c(-118.3480828, 33.9147753)",Hawthorne,California,CA,Los Angeles,84293
"c(-122.1063408, 37.6281392)",Hayward,California,CA,Alameda,144186
"c(-122.8656918, 38.6225714)",Healdsburg,California,CA,Sonoma,11254
"c(-116.9946037, 33.7352255)",Hemet,California,CA,Riverside,78657
"c(-122.2889241, 38.0214249)",Hercules,California,CA,Contra Costa,24060
"c(-118.3962966, 33.8652682)",Hermosa Beach,California,CA,Los Angeles,19506
"c(-117.3151976, 34.3970383)",Hesperia,California,CA,San Bernardino,90173
"c(-117.164746, 34.1112424)",Highland,California,CA,San Bernardino,53104
"c(-122.3586956, 37.5572397)",Hillsborough,California,CA,San Mateo,10825
"c(-121.3981581, 36.8564455)",Hollister,California,CA,San Benito,34928
"c(-115.3783188, 32.8137812)",Holtville,California,CA,Imperial,5939
"c(-120.8655638, 37.6004978)",Hughson,California,CA,Stanislaus,6640
"c(-118.00933, 33.6905687)",Huntington Beach,California,CA,Orange,189992
"c(-118.2171405, 33.9780303)",Huntington Park,California,CA,Los Angeles,58114
"c(-120.0961776, 36.2039785)",Huron,California,CA,Fresno,6754
"c(-115.5718599, 32.8375033)",Imperial,California,CA,Imperial,14758
"c(-117.1145672, 32.5653537)",Imperial Beach,California,CA,San Diego,26324
"c(-116.3412296, 33.6921934)",Indian Wells,California,CA,Riverside,4958
"c(-116.2359957, 33.7299277)",Indio,California,CA,Riverside,76036
"c(-118.3442743, 33.9560678)",Inglewood,California,CA,Los Angeles,109673
"c(-120.9394382, 38.3619481)",Ione,California,CA,Amador,7918
"c(-117.7712541, 33.6783986)",Irvine,California,CA,Orange,212375
"c(-120.7723664, 38.3484537)",Jackson,California,CA,Amador,4651
"c(-120.0623967, 36.7250072)",Kerman,California,CA,Fresno,13544
"c(-121.1319616, 36.2162833)",King City,California,CA,Monterey,12874
"c(-119.5556756, 36.519922)",Kingsburg,California,CA,Fresno,11382
"c(-118.2001366, 34.2105301)",La Canada Flintridge,California,CA,Los Angeles,20246
"c(-117.951554, 33.927927)",La Habra,California,CA,Orange,60239
"c(-117.9489729, 33.9589591)",La Habra Heights,California,CA,Los Angeles,5325
"c(-117.0219233, 32.7694946)",La Mesa,California,CA,San Diego,57065
"c(-118.0089608, 33.9020453)",La Mirada,California,CA,Los Angeles,48527
"c(-118.0398924, 33.8505039)",La Palma,California,CA,Orange,15568
"c(-117.9535204, 34.0323333)",La Puente,California,CA,Los Angeles,39816
"c(-116.273943, 33.6417665)",La Quinta,California,CA,Riverside,37467
"c(-117.7699278, 34.1205212)",La Verne,California,CA,Los Angeles,31063
"c(-122.1195292, 37.891004)",Lafayette,California,CA,Contra Costa,23893
"c(-117.7624658, 33.5429235)",Laguna Beach,California,CA,Orange,22723
"c(-117.6994074, 33.5915227)",Laguna Hills,California,CA,Orange,30344
"c(-117.7011753, 33.5290468)",Laguna Niguel,California,CA,Orange,62979
"c(-117.7298598, 33.6080015)",Laguna Woods,California,CA,Orange,16192
"c(-117.3315789, 33.6828689)",Lake Elsinore,California,CA,Riverside,51821
"c(-117.6685744, 33.667243)",Lake Forest,California,CA,Orange,77264
"c(-122.9214218, 39.0396328)",Lakeport,California,CA,Lake,4753
"c(-118.121894, 33.8471353)",Lakewood,California,CA,Los Angeles,80048
"c(-118.1753054, 34.693558)",Lancaster,California,CA,Los Angeles,156633
"c(-122.5299207, 37.9409869)",Larkspur,California,CA,Marin,11926
"c(-121.3125155, 37.8152896)",Lathrop,California,CA,San Joaquin,18023
"c(-118.3531377, 33.8884221)",Lawndale,California,CA,Los Angeles,32769
"c(-117.0344061, 32.7330755)",Lemon Grove,California,CA,San Diego,25320
"c(-119.7982556, 36.2959537)",Lemoore,California,CA,Kings,24531
"c(-121.2926876, 38.8756216)",Lincoln,California,CA,Placer,42819
"c(-119.0901467, 36.2078504)",Lindsay,California,CA,Tulare,11768
"c(-121.665166, 39.2740479)",Live Oak,California,CA,Sutter,8392
"c(-121.7626212, 37.6868233)",Livermore,California,CA,Alameda,80968
"c(-120.7250837, 37.387565)",Livingston,California,CA,Merced,13058
"c(-121.2907652, 38.1216095)",Lodi,California,CA,San Joaquin,62134
"c(-117.2495416, 34.0439367)",Loma Linda,California,CA,San Bernardino,23261
"c(-118.3174468, 33.7933121)",Lomita,California,CA,Los Angeles,20256
"c(-120.470837, 34.6626889)",Lompoc,California,CA,Santa Barbara,42434
"c(-118.1553273, 33.8091018)",Long Beach,California,CA,Los Angeles,462257
"c(-121.195466, 38.8093695)",Loomis,California,CA,Placer,6430
"c(-118.0610853, 33.7969501)",Los Alamitos,California,CA,Orange,11449
"c(-122.0966493, 37.3685239)",Los Altos,California,CA,Santa Clara,28976
"c(-122.1393191, 37.367422)",Los Altos Hills,California,CA,Santa Clara,7922
"c(-118.4108248, 34.0193936)",Los Angeles,California,CA,Los Angeles,3792621
"c(-120.8402558, 37.0633346)",Los Banos,California,CA,Merced,35972
"c(-121.9510656, 37.2329763)",Los Gatos,California,CA,Santa Clara,29413
"c(-118.2016473, 33.9239616)",Lynwood,California,CA,Los Angeles,69772
"c(-120.0802435, 36.9639834)",Madera,California,CA,Madera,61416
"c(-118.7814487, 34.0366966)",Malibu,California,CA,Los Angeles,12645
"c(-118.9710749, 37.6087356)",Mammoth Lakes,California,CA,Mono,8234
"c(-118.3973699, 33.8896319)",Manhattan Beach,California,CA,Los Angeles,35135
"c(-121.2309755, 37.7967834)",Manteca,California,CA,San Joaquin,67096
"c(-121.7900287, 36.6805337)",Marina,California,CA,Monterey,19718
"c(-122.1139026, 37.9996351)",Martinez,California,CA,Contra Costa,35824
"c(-121.5833738, 39.1515353)",Marysville,California,CA,Yuba,12072
"c(-118.1876659, 33.9885052)",Maywood,California,CA,Los Angeles,27395
"c(-119.2327288, 35.6705643)",Mcfarland,California,CA,Kern,12707
"c(-120.3782366, 36.7559904)",Mendota,California,CA,Fresno,11014
"c(-117.1843827, 33.6898575)",Menifee,California,CA,NA,77519
"c(-122.1480968, 37.4797363)",Menlo Park,California,CA,San Mateo,32026
"c(-120.477717, 37.305577)",Merced,California,CA,Merced,78958
"c(-122.5420887, 37.9083695)",Mill Valley,California,CA,Marin,13903
"c(-122.4019908, 37.5989695)",Millbrae,California,CA,San Mateo,21532
"c(-121.8913217, 37.4366112)",Milpitas,California,CA,Santa Clara,66790
"c(-117.656471, 33.6093352)",Mission Viejo,California,CA,Orange,93305
"c(-120.9890523, 37.6609092)",Modesto,California,CA,Stanislaus,201165
"c(-117.9846218, 34.1640213)",Monrovia,California,CA,Los Angeles,36590
"c(-117.698054, 34.0714521)",Montclair,California,CA,San Bernardino,36664
"c(-121.9881423, 37.2403761)",Monte Sereno,California,CA,Santa Clara,3341
"c(-118.1110124, 34.0154437)",Montebello,California,CA,Los Angeles,62500
"c(-121.8825566, 36.6012904)",Monterey,California,CA,Monterey,27810
"c(-118.133183, 34.0483305)",Monterey Park,California,CA,Los Angeles,60269
"c(-118.8762626, 34.285943)",Moorpark,California,CA,Ventura,34421
"c(-122.123217, 37.8456927)",Moraga,California,CA,NA,16016
"c(-117.2056845, 33.9232527)",Moreno Valley,California,CA,Riverside,193365
"c(-121.6413218, 37.1323627)",Morgan Hill,California,CA,Santa Clara,37882
"c(-120.8676368, 35.3674903)",Morro Bay,California,CA,San Luis Obispo,10234
"c(-122.3154314, 41.3214214)",Mount Shasta,California,CA,Siskiyou,3394
"c(-122.0795165, 37.3993642)",Mountain View,California,CA,Santa Clara,74066
"c(-117.1906619, 33.5718867)",Murrieta,California,CA,Riverside,103466
"c(-122.3007407, 38.2978718)",Napa,California,CA,Napa,76915
"c(-117.097361, 32.6658617)",National City,California,CA,San Diego,58582
"c(-114.6146573, 34.8160061)",Needles,California,CA,San Bernardino,4844
"c(-121.0331095, 39.2596075)",Nevada City,California,CA,Nevada,3068
"c(-122.0323587, 37.5041413)",Newark,California,CA,Alameda,42573
"c(-121.0203165, 37.3160442)",Newman,California,CA,Stanislaus,10224
"c(-117.8877931, 33.5966087)",Newport Beach,California,CA,Orange,85186
"c(-117.5519578, 33.9255186)",Norco,California,CA,Riverside,27063
"c(-118.0834464, 33.9069288)",Norwalk,California,CA,Los Angeles,105549
"c(-122.54873, 38.084925)",Novato,California,CA,Marin,51904
"c(-120.8464343, 37.7616661)",Oakdale,California,CA,Stanislaus,20675
"c(-122.2256401, 37.7698573)",Oakland,California,CA,Alameda,390724
"c(-121.6911387, 37.993936)",Oakley,California,CA,Contra Costa,35432
"c(-117.3062269, 33.2245718)",Oceanside,California,CA,San Diego,167086
"c(-119.2465775, 34.4482528)",Ojai,California,CA,Ventura,7461
"c(-117.6087689, 34.0395244)",Ontario,California,CA,San Bernardino,163924
"c(-117.8248761, 33.8048434)",Orange,California,CA,Orange,136416
"c(-119.3185753, 36.6206791)",Orange Cove,California,CA,Fresno,9078
"c(-122.1745431, 37.8827637)",Orinda,California,CA,Contra Costa,17643
"c(-122.1853746, 39.7463006)",Orland,California,CA,Glenn,7291
"c(-121.5664728, 39.5030153)",Oroville,California,CA,Butte,15546
"c(-119.2046028, 34.2023461)",Oxnard,California,CA,Ventura,197899
"c(-121.9258771, 36.6224077)",Pacific Grove,California,CA,Monterey,15041
"c(-122.4772275, 37.6065933)",Pacifica,California,CA,San Mateo,37234
"c(-116.3636192, 33.7383633)",Palm Desert,California,CA,Riverside,48445
"c(-116.5379926, 33.8008982)",Palm Springs,California,CA,Riverside,44552
"c(-118.1090011, 34.5913162)",Palmdale,California,CA,Los Angeles,152750
"c(-122.1427757, 37.3997819)",Palo Alto,California,CA,Santa Clara,64403
"c(-118.3949114, 33.7865188)",Palos Verdes Estates,California,CA,Los Angeles,13438
"c(-121.6064, 39.7541919)",Paradise,California,CA,Butte,26218
"c(-118.1666294, 33.8988835)",Paramount,California,CA,Los Angeles,54098
"c(-119.5436479, 36.6078037)",Parlier,California,CA,Fresno,14494
"c(-118.139593, 34.160592)",Pasadena,California,CA,Los Angeles,137122
"c(-120.661697, 35.648704)",Paso Robles,California,CA,San Luis Obispo,29793
"c(-121.1439848, 37.4734452)",Patterson,California,CA,Stanislaus,20413
"c(-117.2213231, 33.7894044)",Perris,California,CA,Riverside,68386
"c(-122.6284342, 38.2426177)",Petaluma,California,CA,Sonoma,57941
"c(-118.0892994, 33.9895242)",Pico Rivera,California,CA,Los Angeles,62942
"c(-122.2300942, 37.8225578)",Piedmont,California,CA,Alameda,10667
"c(-122.318488, 38.0017019)",Pinole,California,CA,Contra Costa,18390
"c(-120.6739265, 35.1531813)",Pismo Beach,California,CA,San Luis Obispo,7655
"c(-121.9036057, 38.0198994)",Pittsburg,California,CA,Contra Costa,63264
"c(-117.8547827, 33.8811581)",Placentia,California,CA,Orange,50533
"c(-120.796965, 38.7305438)",Placerville,California,CA,El Dorado,10389
"c(-122.0758807, 37.9540173)",Pleasant Hill,California,CA,Contra Costa,33152
"c(-121.8782803, 37.6661505)",Pleasanton,California,CA,Alameda,70285
"c(-117.7612655, 34.0585947)",Pomona,California,CA,Los Angeles,149058
"c(-119.2041771, 34.1621431)",Port Hueneme,California,CA,Ventura,21723
"c(-119.0335217, 36.0632553)",Porterville,California,CA,Tulare,54165
"c(-122.2211679, 37.372591)",Portola Valley,California,CA,San Mateo,4353
"c(-117.0218426, 32.9877018)",Poway,California,CA,San Diego,47811
"c(-121.2466921, 38.5761812)",Rancho Cordova,California,CA,NA,64776
"c(-117.564207, 34.1233151)",Rancho Cucamonga,California,CA,San Bernardino,165269
"c(-116.4287947, 33.760352)",Rancho Mirage,California,CA,Riverside,17218
"c(-118.3674589, 33.753146)",Rancho Palos Verdes,California,CA,Los Angeles,41643
"c(-117.5990075, 33.6323536)",Rancho Santa Margarita,California,CA,Orange,47853
"c(-122.2415247, 40.1735147)",Red Bluff,California,CA,Tehama,14076
"c(-122.364827, 40.5674321)",Redding,California,CA,Shasta,89861
"c(-117.1708618, 34.051642)",Redlands,California,CA,San Bernardino,68747
"c(-118.3771371, 33.8568174)",Redondo Beach,California,CA,Los Angeles,66748
"c(-122.2136716, 37.5152736)",Redwood City,California,CA,San Mateo,76815
"c(-119.4480355, 36.5992071)",Reedley,California,CA,Fresno,24194
"c(-117.3882874, 34.1117839)",Rialto,California,CA,San Bernardino,99171
"c(-122.3593535, 37.9529744)",Richmond,California,CA,Contra Costa,103701
"c(-117.6639923, 35.6285421)",Ridgecrest,California,CA,Kern,27616
"c(-124.1149295, 40.4955909)",Rio Dell,California,CA,Humboldt,3368
"c(-121.7079625, 38.1757744)",Rio Vista,California,CA,Solano,7360
"c(-121.1321587, 37.7422644)",Ripon,California,CA,San Joaquin,14297
"c(-120.9412677, 37.7266466)",Riverbank,California,CA,Stanislaus,22678
"c(-117.3931675, 33.9381433)",Riverside,California,CA,Riverside,303871
"c(-121.2503648, 38.8080407)",Rocklin,California,CA,Placer,56974
"c(-122.6988818, 38.3482133)",Rohnert Park,California,CA,Sonoma,40971
"c(-118.3253119, 33.7809592)",Rolling Hills Estates,California,CA,Los Angeles,8067
"c(-118.0826804, 34.0688796)",Rosemead,California,CA,Los Angeles,53764
"c(-121.3031585, 38.7657427)",Roseville,California,CA,Placer,118788
"c(-121.4686318, 38.5665924)",Sacramento,California,CA,Sacramento,466488
"c(-122.4677325, 38.504045)",St. Helena,California,CA,Napa,5814
"c(-121.6337145, 36.6901821)",Salinas,California,CA,Monterey,150441
"c(-122.5699098, 37.9821217)",San Anselmo,California,CA,Marin,12336
"c(-117.2953165, 34.1392611)",San Bernardino,California,CA,San Bernardino,209924
"c(-122.4313851, 37.6254146)",San Bruno,California,CA,San Mateo,41114
"c(-122.2668102, 37.4955187)",San Carlos,California,CA,San Mateo,28406
"c(-117.6131194, 33.4491445)",San Clemente,California,CA,Orange,63522
"c(-117.134993, 32.8152995)",San Diego,California,CA,San Diego,1307402
"c(-117.8085286, 34.1079574)",San Dimas,California,CA,Los Angeles,33371
"c(-118.4362413, 34.2886519)",San Fernando,California,CA,Los Angeles,23645
"c(-122.419338, 37.780023)",San Francisco,California,CA,San Francisco,805235
"c(-118.0984687, 34.0946359)",San Gabriel,California,CA,Los Angeles,39718
"c(-116.9919568, 33.7951219)",San Jacinto,California,CA,Riverside,44199
"c(-120.1888643, 36.6061277)",San Joaquin,California,CA,Fresno,4001
