state,date,cases,deaths
Missouri,2020-03-24,630,14
Missouri,2020-03-25,783,15
Missouri,2020-03-26,1203,15
Missouri,2020-03-27,1572,15
Missouri,2020-03-28,1772,28
Missouri,2020-03-29,1894,31
Missouri,2020-03-30,2857,31
Missouri,2020-03-31,3351,40
Missouri,2020-04-01,3928,51
Missouri,2020-04-02,4345,74
Missouri,2020-04-03,4727,103
Missouri,2020-04-04,5285,121
Missouri,2020-04-05,5561,149
Missouri,2020-04-06,6553,168
Missouri,2020-04-07,7185,204
Missouri,2020-04-08,7678,235
Missouri,2020-04-09,8224,296
Missouri,2020-04-10,9012,314
Missouri,2020-04-11,9507,350
Missouri,2020-04-12,9761,386
Missouri,2020-04-13,10130,402
Missouri,2020-04-14,10438,434
Missouri,2020-04-15,10789,493
Missouri,2020-04-16,11333,540
Missouri,2020-04-17,11764,561
Missouri,2020-04-18,12186,580
Missouri,2020-04-19,12504,601
Missouri,2020-04-20,12880,655
Missouri,2020-04-21,13301,706
Missouri,2020-04-22,13713,759
Missouri,2020-04-23,14375,810
Missouri,2020-04-24,14892,907
Missouri,2020-04-25,15301,957
Missouri,2020-04-26,15698,1019
Missouri,2020-04-27,16055,1067
Missouri,2020-04-28,16398,1107
Missouri,2020-04-29,16724,1143
Missouri,2020-04-30,17233,1192
Missouri,2020-05-01,17740,1236
Missouri,2020-05-02,18187,1275
Missouri,2020-05-03,18684,1308
Missouri,2020-05-04,19058,1337
Missouri,2020-05-05,19441,1420
Missouri,2020-05-06,20057,1468
Missouri,2020-05-07,20438,1545
Missouri,2020-05-08,20754,1605
Missouri,2020-05-09,21059,1646
Missouri,2020-05-10,21245,1687
Missouri,2020-05-11,21447,1728
Missouri,2020-05-12,21676,1759
Missouri,2020-05-13,22122,1822
Missouri,2020-05-14,22424,1860
Missouri,2020-05-15,22858,1913
Missouri,2020-05-16,23160,1951
Missouri,2020-05-17,23326,1972
Missouri,2020-05-18,23621,2011
Missouri,2020-05-19,23845,2043
Missouri,2020-05-20,24230,2067
Missouri,2020-05-21,24518,2097
Missouri,2020-05-22,24881,2117
Missouri,2020-05-23,25103,2142
Missouri,2020-05-24,25538,2145
Missouri,2020-05-25,25784,2161
Missouri,2020-05-26,26142,2177
Missouri,2020-05-27,26446,2182
Missouri,2020-05-28,26776,2191
Missouri,2020-05-29,27055,2205
Missouri,2020-05-30,27291,2226
Missouri,2020-05-31,27530,2231
Missouri,2020-06-01,27847,2235
Missouri,2020-06-02,28100,2247
Missouri,2020-06-03,28499,2262
Missouri,2020-06-04,28833,2267
Missouri,2020-06-05,29068,2283
Missouri,2020-06-06,29453,2300
Missouri,2020-06-07,29571,2308
Missouri,2020-06-08,29905,2315
Missouri,2020-06-09,30249,2325
Missouri,2020-06-10,30489,2334
Missouri,2020-06-11,30668,2334
Missouri,2020-06-12,30697,2350
Missouri,2020-06-13,31060,2358
Missouri,2020-06-14,31180,2360
Missouri,2020-06-15,31686,2362
Missouri,2020-06-16,32054,2375
Missouri,2020-06-17,32274,2432
Missouri,2020-06-18,32733,2552
Missouri,2020-06-19,33102,2574
Missouri,2020-06-20,33617,2593
Missouri,2020-06-21,34088,2595
Missouri,2020-06-22,34281,2602
Missouri,2020-06-23,34814,2622
Missouri,2020-06-24,35078,2641
Missouri,2020-06-25,35751,2643
Missouri,2020-06-26,36608,2679
Missouri,2020-06-27,37209,2687
Missouri,2020-06-28,37575,2687
Missouri,2020-06-29,38308,2689
Missouri,2020-06-30,39178,2692
Missouri,2020-07-01,39495,2745
Missouri,2020-07-02,40185,2759
Missouri,2020-07-03,40824,2765
Missouri,2020-07-04,41453,2771
Missouri,2020-07-05,41781,2772
Missouri,2020-07-06,42256,2772
Missouri,2020-07-07,43302,2815
Missouri,2020-07-08,44572,2817
Missouri,2020-07-09,45860,2821
Missouri,2020-07-10,46787,2837
Montana,2020-01-22,0,0
Montana,2020-01-23,0,0
Montana,2020-01-24,0,0
Montana,2020-01-25,0,0
Montana,2020-01-26,0,0
Montana,2020-01-27,0,0
Montana,2020-01-28,0,0
Montana,2020-01-29,0,0
Montana,2020-01-30,0,0
Montana,2020-01-31,0,0
Montana,2020-02-01,0,0
Montana,2020-02-02,0,0
Montana,2020-02-03,0,0
Montana,2020-02-04,0,0
Montana,2020-02-05,0,0
Montana,2020-02-06,0,0
Montana,2020-02-07,0,0
Montana,2020-02-08,0,0
Montana,2020-02-09,0,0
Montana,2020-02-10,0,0
Montana,2020-02-11,0,0
Montana,2020-02-12,0,0
Montana,2020-02-13,0,0
Montana,2020-02-14,0,0
Montana,2020-02-15,0,0
Montana,2020-02-16,0,0
Montana,2020-02-17,0,0
Montana,2020-02-18,0,0
Montana,2020-02-19,0,0
Montana,2020-02-20,0,0
Montana,2020-02-21,0,0
Montana,2020-02-22,0,0
Montana,2020-02-23,0,0
Montana,2020-02-24,0,0
Montana,2020-02-25,0,0
Montana,2020-02-26,0,0
Montana,2020-02-27,0,0
Montana,2020-02-28,0,0
Montana,2020-02-29,0,0
Montana,2020-03-01,0,0
Montana,2020-03-02,0,0
Montana,2020-03-03,0,0
Montana,2020-03-04,0,0
Montana,2020-03-05,0,0
Montana,2020-03-06,0,0
Montana,2020-03-07,0,0
Montana,2020-03-08,0,0
Montana,2020-03-09,0,0
Montana,2020-03-10,0,0
Montana,2020-03-11,0,0
Montana,2020-03-12,0,0
Montana,2020-03-13,1,0
Montana,2020-03-14,5,0
Montana,2020-03-15,6,0
Montana,2020-03-16,6,0
Montana,2020-03-17,8,0
Montana,2020-03-18,10,0
Montana,2020-03-19,11,0
Montana,2020-03-20,20,0
Montana,2020-03-21,27,0
Montana,2020-03-22,34,0
Montana,2020-03-23,34,0
Montana,2020-03-24,51,0
Montana,2020-03-25,65,0
Montana,2020-03-26,90,0
Montana,2020-03-27,109,1
Montana,2020-03-28,129,1
Montana,2020-03-29,154,1
Montana,2020-03-30,171,5
Montana,2020-03-31,198,5
Montana,2020-04-01,208,6
Montana,2020-04-02,241,6
Montana,2020-04-03,243,5
Montana,2020-04-04,265,6
Montana,2020-04-05,286,6
Montana,2020-04-06,299,6
Montana,2020-04-07,319,6
Montana,2020-04-08,332,6
Montana,2020-04-09,354,6
Montana,2020-04-10,365,6
Montana,2020-04-11,377,6
Montana,2020-04-12,387,6
Montana,2020-04-13,394,7
Montana,2020-04-14,399,7
Montana,2020-04-15,404,7
Montana,2020-04-16,415,7
Montana,2020-04-17,422,8
Montana,2020-04-18,426,10
Montana,2020-04-19,433,10
Montana,2020-04-20,433,10
Montana,2020-04-21,437,12
Montana,2020-04-22,439,14
Montana,2020-04-23,442,14
Montana,2020-04-24,444,14
Montana,2020-04-25,445,14
Montana,2020-04-26,448,14
Montana,2020-04-27,449,14
Montana,2020-04-28,451,15
Montana,2020-04-29,451,16
Montana,2020-04-30,453,16
Montana,2020-05-01,453,16
Montana,2020-05-02,455,16
Montana,2020-05-03,455,16
Montana,2020-05-04,457,16
Montana,2020-05-05,456,16
Montana,2020-05-06,456,16
Montana,2020-05-07,456,16
Montana,2020-05-08,458,16
Montana,2020-05-09,458,16
Montana,2020-05-10,458,16
Montana,2020-05-11,459,16
Montana,2020-05-12,461,16
Montana,2020-05-13,462,16
Montana,2020-05-14,462,16
Montana,2020-05-15,466,16
Montana,2020-05-16,468,16
Montana,2020-05-17,468,16
Montana,2020-05-18,470,16
Montana,2020-05-19,471,16
Montana,2020-05-20,478,16
Montana,2020-05-21,479,16
Montana,2020-05-22,479,16
Montana,2020-05-23,479,16
Montana,2020-05-24,479,16
Montana,2020-05-25,479,16
Montana,2020-05-26,479,17
Montana,2020-05-27,481,17
Montana,2020-05-28,485,17
Montana,2020-05-29,493,17
Montana,2020-05-30,505,17
Montana,2020-05-31,515,17
Montana,2020-06-01,519,17
Montana,2020-06-02,523,17
Montana,2020-06-03,525,17
Montana,2020-06-04,539,17
Montana,2020-06-05,541,18
Montana,2020-06-06,540,18
Montana,2020-06-07,545,18
Montana,2020-06-08,548,18
Montana,2020-06-09,554,18
Montana,2020-06-10,561,18
Montana,2020-06-11,563,18
Montana,2020-06-12,573,18
Montana,2020-06-13,588,18
Montana,2020-06-14,601,19
Montana,2020-06-15,609,19
Montana,2020-06-16,614,19
Montana,2020-06-17,630,20
Montana,2020-06-18,655,20
Montana,2020-06-19,666,20
Montana,2020-06-20,698,20
Montana,2020-06-21,717,20
Montana,2020-06-22,734,21
Montana,2020-06-23,743,21
Montana,2020-06-24,766,21
Montana,2020-06-25,803,21
Montana,2020-06-26,829,22
Montana,2020-06-27,852,22
Montana,2020-06-28,863,22
Montana,2020-06-29,919,22
Montana,2020-06-30,967,22
Montana,2020-07-01,1016,22
Montana,2020-07-02,1083,22
Montana,2020-07-03,1128,23
Montana,2020-07-04,1167,23
Montana,2020-07-05,1212,23
Montana,2020-07-06,1249,23
Montana,2020-07-07,1327,23
Montana,2020-07-08,1371,23
Montana,2020-07-09,1466,25
Montana,2020-07-10,1593,28
Nebraska,2020-01-22,0,0
Nebraska,2020-01-23,0,0
Nebraska,2020-01-24,0,0
Nebraska,2020-01-25,0,0
Nebraska,2020-01-26,0,0
Nebraska,2020-01-27,0,0
Nebraska,2020-01-28,0,0
Nebraska,2020-01-29,0,0
Nebraska,2020-01-30,0,0
Nebraska,2020-01-31,0,0
Nebraska,2020-02-01,0,0
Nebraska,2020-02-02,0,0
Nebraska,2020-02-03,0,0
Nebraska,2020-02-04,0,0
Nebraska,2020-02-05,0,0
Nebraska,2020-02-06,0,0
Nebraska,2020-02-07,0,0
Nebraska,2020-02-08,0,0
Nebraska,2020-02-09,0,0
Nebraska,2020-02-10,0,0
Nebraska,2020-02-11,0,0
Nebraska,2020-02-12,0,0
Nebraska,2020-02-13,0,0
Nebraska,2020-02-14,0,0
Nebraska,2020-02-15,0,0
Nebraska,2020-02-16,0,0
Nebraska,2020-02-17,0,0
Nebraska,2020-02-18,0,0
Nebraska,2020-02-19,0,0
Nebraska,2020-02-20,0,0
Nebraska,2020-02-21,0,0
Nebraska,2020-02-22,0,0
Nebraska,2020-02-23,0,0
Nebraska,2020-02-24,0,0
Nebraska,2020-02-25,0,0
Nebraska,2020-02-26,0,0
Nebraska,2020-02-27,0,0
Nebraska,2020-02-28,0,0
Nebraska,2020-02-29,0,0
Nebraska,2020-03-01,0,0
Nebraska,2020-03-02,0,0
Nebraska,2020-03-03,0,0
Nebraska,2020-03-04,0,0
Nebraska,2020-03-05,0,0
Nebraska,2020-03-06,1,0
Nebraska,2020-03-07,1,0
Nebraska,2020-03-08,1,0
Nebraska,2020-03-09,3,0
Nebraska,2020-03-10,3,0
Nebraska,2020-03-11,5,0
Nebraska,2020-03-12,10,0
Nebraska,2020-03-13,14,0
Nebraska,2020-03-14,18,0
Nebraska,2020-03-15,17,0
Nebraska,2020-03-16,18,0
Nebraska,2020-03-17,23,0
Nebraska,2020-03-18,24,0
Nebraska,2020-03-19,29,0
Nebraska,2020-03-20,37,0
Nebraska,2020-03-21,38,0
Nebraska,2020-03-22,51,0
Nebraska,2020-03-23,51,0
Nebraska,2020-03-24,66,0
Nebraska,2020-03-25,71,0
Nebraska,2020-03-26,74,0
Nebraska,2020-03-27,82,0
Nebraska,2020-03-28,96,2
Nebraska,2020-03-29,108,2
Nebraska,2020-03-30,145,2
Nebraska,2020-03-31,172,3
Nebraska,2020-04-01,210,4
Nebraska,2020-04-02,246,5
Nebraska,2020-04-03,279,6
Nebraska,2020-04-04,321,6
Nebraska,2020-04-05,364,8
Nebraska,2020-04-06,417,9
Nebraska,2020-04-07,447,10
Nebraska,2020-04-08,519,12
Nebraska,2020-04-09,568,14
Nebraska,2020-04-10,635,15
Nebraska,2020-04-11,699,17
Nebraska,2020-04-12,791,17
Nebraska,2020-04-13,814,17
Nebraska,2020-04-14,897,20
Nebraska,2020-04-15,901,20
Nebraska,2020-04-16,952,21
Nebraska,2020-04-17,1066,24
Nebraska,2020-04-18,1249,24
Nebraska,2020-04-19,1474,28
Nebraska,2020-04-20,1648,33
Nebraska,2020-04-21,1685,33
Nebraska,2020-04-22,1813,38
Nebraska,2020-04-23,2202,47
Nebraska,2020-04-24,2424,50
Nebraska,2020-04-25,2719,50
Nebraska,2020-04-26,3030,56
Nebraska,2020-04-27,3358,56
Nebraska,2020-04-28,3517,56
Nebraska,2020-04-29,3851,56
Nebraska,2020-04-30,4281,70
Nebraska,2020-05-01,5008,73
Nebraska,2020-05-02,5317,73
Nebraska,2020-05-03,5661,78
Nebraska,2020-05-04,6037,78
Nebraska,2020-05-05,6373,78
Nebraska,2020-05-06,6689,78
Nebraska,2020-05-07,7334,91
Nebraska,2020-05-08,7818,90
Nebraska,2020-05-09,8093,90
Nebraska,2020-05-10,8171,90
Nebraska,2020-05-11,8407,98
Nebraska,2020-05-12,8532,100
Nebraska,2020-05-13,8912,103
Nebraska,2020-05-14,9260,103
Nebraska,2020-05-15,9610,113
Nebraska,2020-05-16,10220,123
Nebraska,2020-05-17,10177,123
Nebraska,2020-05-18,10625,123
Nebraska,2020-05-19,10854,123
Nebraska,2020-05-20,11122,138
Nebraska,2020-05-21,11427,138
Nebraska,2020-05-22,11662,147
Nebraska,2020-05-23,11963,147
Nebraska,2020-05-24,12134,147
Nebraska,2020-05-25,12362,147
Nebraska,2020-05-26,12619,147
Nebraska,2020-05-27,12984,153
Nebraska,2020-05-28,13249,163
Nebraska,2020-05-29,13648,164
Nebraska,2020-05-30,13905,170
Nebraska,2020-05-31,14101,170
Nebraska,2020-06-01,14345,170
Nebraska,2020-06-02,14616,170
Nebraska,2020-06-03,14885,170
Nebraska,2020-06-04,15139,187
Nebraska,2020-06-05,15406,187
Nebraska,2020-06-06,15572,187
Nebraska,2020-06-07,15664,187
Nebraska,2020-06-08,15786,188
Nebraska,2020-06-09,15918,189
Nebraska,2020-06-10,16058,191
Nebraska,2020-06-11,16315,212
Nebraska,2020-06-12,16522,215
Nebraska,2020-06-13,16640,215
Nebraska,2020-06-14,16730,215
Nebraska,2020-06-15,16851,220
Nebraska,2020-06-16,17038,231
Nebraska,2020-06-17,17231,234
Nebraska,2020-06-18,17414,239
Nebraska,2020-06-19,17588,244
Nebraska,2020-06-20,17707,244
Nebraska,2020-06-21,17812,244
Nebraska,2020-06-22,17963,249
Nebraska,2020-06-23,18099,256
Nebraska,2020-06-24,18221,257
Nebraska,2020-06-25,18346,260
Nebraska,2020-06-26,18524,266
Nebraska,2020-06-27,18775,267
Nebraska,2020-06-28,18899,267
Nebraska,2020-06-29,19042,269
Nebraska,2020-06-30,19177,274
Nebraska,2020-07-01,19310,276
Nebraska,2020-07-02,19452,282
Nebraska,2020-07-03,19660,284
Nebraska,2020-07-04,19827,284
Nebraska,2020-07-05,19929,284
Nebraska,2020-07-06,20046,283
Nebraska,2020-07-07,20201,282
Nebraska,2020-07-08,20425,282
Nebraska,2020-07-09,20623,284
Nebraska,2020-07-10,20777,286
Nevada,2020-01-22,0,0
Nevada,2020-01-23,0,0
Nevada,2020-01-24,0,0
Nevada,2020-01-25,0,0
Nevada,2020-01-26,0,0
Nevada,2020-01-27,0,0
Nevada,2020-01-28,0,0
Nevada,2020-01-29,0,0
Nevada,2020-01-30,0,0
Nevada,2020-01-31,0,0
Nevada,2020-02-01,0,0
Nevada,2020-02-02,0,0
Nevada,2020-02-03,0,0
Nevada,2020-02-04,0,0
Nevada,2020-02-05,0,0
Nevada,2020-02-06,0,0
Nevada,2020-02-07,0,0
Nevada,2020-02-08,0,0
Nevada,2020-02-09,0,0
Nevada,2020-02-10,0,0
Nevada,2020-02-11,0,0
Nevada,2020-02-12,0,0
Nevada,2020-02-13,0,0
Nevada,2020-02-14,0,0
Nevada,2020-02-15,0,0
Nevada,2020-02-16,0,0
Nevada,2020-02-17,0,0
Nevada,2020-02-18,0,0
Nevada,2020-02-19,0,0
Nevada,2020-02-20,0,0
Nevada,2020-02-21,0,0
Nevada,2020-02-22,0,0
Nevada,2020-02-23,0,0
Nevada,2020-02-24,0,0
Nevada,2020-02-25,0,0
Nevada,2020-02-26,0,0
Nevada,2020-02-27,0,0
Nevada,2020-02-28,0,0
Nevada,2020-02-29,0,0
Nevada,2020-03-01,0,0
Nevada,2020-03-02,0,0
Nevada,2020-03-03,0,0
Nevada,2020-03-04,0,0
Nevada,2020-03-05,1,0
Nevada,2020-03-06,2,0
Nevada,2020-03-07,2,0
Nevada,2020-03-08,4,0
Nevada,2020-03-09,4,0
Nevada,2020-03-10,4,0
Nevada,2020-03-11,7,0
Nevada,2020-03-12,10,0
Nevada,2020-03-13,18,0
Nevada,2020-03-14,20,0
Nevada,2020-03-15,20,0
Nevada,2020-03-16,45,1
Nevada,2020-03-17,55,1
Nevada,2020-03-18,55,1
Nevada,2020-03-19,95,1
Nevada,2020-03-20,161,2
Nevada,2020-03-21,161,2
Nevada,2020-03-22,190,2
Nevada,2020-03-23,245,4
Nevada,2020-03-24,278,4
Nevada,2020-03-25,323,6
Nevada,2020-03-26,420,10
Nevada,2020-03-27,536,10
Nevada,2020-03-28,626,10
Nevada,2020-03-29,920,15
Nevada,2020-03-30,1012,15
Nevada,2020-03-31,1114,26
Nevada,2020-04-01,1279,31
Nevada,2020-04-02,1463,38
Nevada,2020-04-03,1514,43
Nevada,2020-04-04,1742,46
Nevada,2020-04-05,1855,46
Nevada,2020-04-06,1953,46
Nevada,2020-04-07,2124,72
Nevada,2020-04-08,2259,72
Nevada,2020-04-09,2456,81
Nevada,2020-04-10,2722,90
Nevada,2020-04-11,2702,102
Nevada,2020-04-12,2836,112
Nevada,2020-04-13,2990,114
Nevada,2020-04-14,3134,126
Nevada,2020-04-15,3211,131
Nevada,2020-04-16,3214,137
Nevada,2020-04-17,3524,142
Nevada,2020-04-18,3626,151
Nevada,2020-04-19,3728,158
Nevada,2020-04-20,3830,159
Nevada,2020-04-21,3937,163
Nevada,2020-04-22,4081,172
Nevada,2020-04-23,4208,195
Nevada,2020-04-24,4398,197
Nevada,2020-04-25,4539,205
Nevada,2020-04-26,4734,206
Nevada,2020-04-27,4700,206
Nevada,2020-04-28,4821,219
Nevada,2020-04-29,4934,230
Nevada,2020-04-30,5053,243
Nevada,2020-05-01,5248,246
Nevada,2020-05-02,5389,255
Nevada,2020-05-03,5472,258
Nevada,2020-05-04,5630,265
Nevada,2020-05-05,5660,270
Nevada,2020-05-06,5741,289
Nevada,2020-05-07,5855,297
Nevada,2020-05-08,5920,294
Nevada,2020-05-09,6171,313
Nevada,2020-05-10,6120,310
Nevada,2020-05-11,6152,312
Nevada,2020-05-12,6313,321
Nevada,2020-05-13,6476,331
Nevada,2020-05-14,6504,333
Nevada,2020-05-15,6733,343
Nevada,2020-05-16,6813,347
Nevada,2020-05-17,6949,350
Nevada,2020-05-18,7061,358
Nevada,2020-05-19,7096,358
Nevada,2020-05-20,7388,377
Nevada,2020-05-21,7400,383
Nevada,2020-05-22,7525,386
Nevada,2020-05-23,7526,387
Nevada,2020-05-24,7881,380
Nevada,2020-05-25,7956,394
Nevada,2020-05-26,8057,394
Nevada,2020-05-27,8150,402
Nevada,2020-05-28,8248,406
Nevada,2020-05-29,8376,406
Nevada,2020-05-30,8517,417
Nevada,2020-05-31,8628,417
Nevada,2020-06-01,8702,417
Nevada,2020-06-02,8858,417
Nevada,2020-06-03,8951,431
Nevada,2020-06-04,9129,430
Nevada,2020-06-05,9309,436
Nevada,2020-06-06,9491,437
Nevada,2020-06-07,9669,438
Nevada,2020-06-08,9816,442
Nevada,2020-06-09,10045,446
Nevada,2020-06-10,10218,449
Nevada,2020-06-11,10473,459
Nevada,2020-06-12,10704,461
Nevada,2020-06-13,10997,462
Nevada,2020-06-14,11201,463
Nevada,2020-06-15,11315,465
Nevada,2020-06-16,11683,467
Nevada,2020-06-17,11854,473
Nevada,2020-06-18,12169,475
Nevada,2020-06-19,12524,479
Nevada,2020-06-20,12976,486
Nevada,2020-06-21,13240,487
Nevada,2020-06-22,13528,489
Nevada,2020-06-23,13997,492
Nevada,2020-06-24,14362,494
Nevada,2020-06-25,14859,495
Nevada,2020-06-26,15240,498
Nevada,2020-06-27,16339,500
Nevada,2020-06-28,17160,500
Nevada,2020-06-29,17894,504
Nevada,2020-06-30,18456,507
Nevada,2020-07-01,19101,511
Nevada,2020-07-02,19733,525
Nevada,2020-07-03,20718,528
Nevada,2020-07-04,21575,530
Nevada,2020-07-05,22418,534
Nevada,2020-07-06,22909,537
Nevada,2020-07-07,23785,548
Nevada,2020-07-08,24301,553
Nevada,2020-07-09,24904,571
Nevada,2020-07-10,25908,579
New Hampshire,2020-01-22,0,0
New Hampshire,2020-01-23,0,0
New Hampshire,2020-01-24,0,0
New Hampshire,2020-01-25,0,0
New Hampshire,2020-01-26,0,0
New Hampshire,2020-01-27,0,0
New Hampshire,2020-01-28,0,0
New Hampshire,2020-01-29,0,0
New Hampshire,2020-01-30,0,0
New Hampshire,2020-01-31,0,0
New Hampshire,2020-02-01,0,0
New Hampshire,2020-02-02,0,0
New Hampshire,2020-02-03,0,0
New Hampshire,2020-02-04,0,0
New Hampshire,2020-02-05,0,0
New Hampshire,2020-02-06,0,0
New Hampshire,2020-02-07,0,0
New Hampshire,2020-02-08,0,0
New Hampshire,2020-02-09,0,0
New Hampshire,2020-02-10,0,0
New Hampshire,2020-02-11,0,0
New Hampshire,2020-02-12,0,0
New Hampshire,2020-02-13,0,0
New Hampshire,2020-02-14,0,0
New Hampshire,2020-02-15,0,0
New Hampshire,2020-02-16,0,0
New Hampshire,2020-02-17,0,0
New Hampshire,2020-02-18,0,0
New Hampshire,2020-02-19,0,0
New Hampshire,2020-02-20,0,0
New Hampshire,2020-02-21,0,0
New Hampshire,2020-02-22,0,0
New Hampshire,2020-02-23,0,0
New Hampshire,2020-02-24,0,0
New Hampshire,2020-02-25,0,0
New Hampshire,2020-02-26,0,0
New Hampshire,2020-02-27,0,0
New Hampshire,2020-02-28,0,0
New Hampshire,2020-02-29,0,0
New Hampshire,2020-03-01,0,0
New Hampshire,2020-03-02,1,0
New Hampshire,2020-03-03,2,0
New Hampshire,2020-03-04,2,0
New Hampshire,2020-03-05,2,0
New Hampshire,2020-03-06,2,0
New Hampshire,2020-03-07,2,0
New Hampshire,2020-03-08,4,0
New Hampshire,2020-03-09,4,0
New Hampshire,2020-03-10,4,0
New Hampshire,2020-03-11,5,0
New Hampshire,2020-03-12,6,0
New Hampshire,2020-03-13,6,0
New Hampshire,2020-03-14,7,0
New Hampshire,2020-03-15,7,0
New Hampshire,2020-03-16,17,0
New Hampshire,2020-03-17,26,0
New Hampshire,2020-03-18,37,0
New Hampshire,2020-03-19,42,0
New Hampshire,2020-03-20,53,0
New Hampshire,2020-03-21,61,0
New Hampshire,2020-03-22,73,0
New Hampshire,2020-03-23,101,1
New Hampshire,2020-03-24,101,1
New Hampshire,2020-03-25,108,1
New Hampshire,2020-03-26,137,1
New Hampshire,2020-03-27,158,1
New Hampshire,2020-03-28,187,2
New Hampshire,2020-03-29,214,2
New Hampshire,2020-03-30,314,3
New Hampshire,2020-03-31,357,3
New Hampshire,2020-04-01,367,3
New Hampshire,2020-04-02,479,3
New Hampshire,2020-04-03,479,5
New Hampshire,2020-04-04,540,7
New Hampshire,2020-04-05,621,9
New Hampshire,2020-04-06,715,9
New Hampshire,2020-04-07,715,9
New Hampshire,2020-04-08,747,13
New Hampshire,2020-04-09,819,21
New Hampshire,2020-04-10,819,21
New Hampshire,2020-04-11,885,22
New Hampshire,2020-04-12,929,23
New Hampshire,2020-04-13,985,23
New Hampshire,2020-04-14,922,25
New Hampshire,2020-04-15,1139,32
New Hampshire,2020-04-16,1139,32
New Hampshire,2020-04-17,1287,37
New Hampshire,2020-04-18,1342,38
New Hampshire,2020-04-19,1390,38
New Hampshire,2020-04-20,1447,42
New Hampshire,2020-04-21,1490,42
New Hampshire,2020-04-22,1588,48
New Hampshire,2020-04-23,1670,51
New Hampshire,2020-04-24,1720,53
New Hampshire,2020-04-25,1797,53
New Hampshire,2020-04-26,1864,60
New Hampshire,2020-04-27,1938,60
New Hampshire,2020-04-28,2010,60
New Hampshire,2020-04-29,2058,60
New Hampshire,2020-04-30,2146,72
New Hampshire,2020-05-01,2310,81
New Hampshire,2020-05-02,2429,84
New Hampshire,2020-05-03,2518,86
New Hampshire,2020-05-04,2588,86
New Hampshire,2020-05-05,2636,92
New Hampshire,2020-05-06,2741,92
New Hampshire,2020-05-07,2843,114
New Hampshire,2020-05-08,2947,121
New Hampshire,2020-05-09,3011,131
New Hampshire,2020-05-10,3071,133
New Hampshire,2020-05-11,3160,133
New Hampshire,2020-05-12,3239,142
New Hampshire,2020-05-13,3299,150
New Hampshire,2020-05-14,3382,151
New Hampshire,2020-05-15,3453,151
New Hampshire,2020-05-16,3556,171
New Hampshire,2020-05-17,3596,172
New Hampshire,2020-05-18,3652,172
New Hampshire,2020-05-19,3721,172
New Hampshire,2020-05-20,3868,190
New Hampshire,2020-05-21,3935,199
New Hampshire,2020-05-22,4014,204
New Hampshire,2020-05-23,4089,208
New Hampshire,2020-05-24,4149,209
New Hampshire,2020-05-25,4197,210
New Hampshire,2020-05-26,4231,214
New Hampshire,2020-05-27,4286,223
New Hampshire,2020-05-28,4389,232
New Hampshire,2020-05-29,4492,238
New Hampshire,2020-05-30,4492,238
New Hampshire,2020-05-31,4651,245
New Hampshire,2020-06-01,4685,245
New Hampshire,2020-06-02,4749,256
New Hampshire,2020-06-03,4795,265
New Hampshire,2020-06-04,4876,273
New Hampshire,2020-06-05,4953,278
New Hampshire,2020-06-06,5019,283
New Hampshire,2020-06-07,5043,286
New Hampshire,2020-06-08,5079,286
New Hampshire,2020-06-09,5079,286
New Hampshire,2020-06-10,5178,301
New Hampshire,2020-06-11,5209,308
New Hampshire,2020-06-12,5251,315
New Hampshire,2020-06-13,5299,318
New Hampshire,2020-06-14,5318,320
New Hampshire,2020-06-15,5345,320
New Hampshire,2020-06-16,5364,326
New Hampshire,2020-06-17,5436,330
New Hampshire,2020-06-18,5450,331
New Hampshire,2020-06-19,5486,337
New Hampshire,2020-06-20,5518,339
New Hampshire,2020-06-21,5544,339
New Hampshire,2020-06-22,5558,339
New Hampshire,2020-06-23,5571,343
New Hampshire,2020-06-24,5598,347
New Hampshire,2020-06-25,5638,357
New Hampshire,2020-06-26,5671,365
New Hampshire,2020-06-27,5717,367
New Hampshire,2020-06-28,5747,367
New Hampshire,2020-06-29,5760,367
New Hampshire,2020-06-30,5782,371
New Hampshire,2020-07-01,5802,373
New Hampshire,2020-07-02,5822,375
New Hampshire,2020-07-03,5857,376
New Hampshire,2020-07-04,5872,379
New Hampshire,2020-07-05,5897,381
New Hampshire,2020-07-06,5914,382
New Hampshire,2020-07-07,5932,384
New Hampshire,2020-07-08,5952,386
New Hampshire,2020-07-09,5973,387
New Hampshire,2020-07-10,5991,390
New Jersey,2020-01-22,0,0
New Jersey,2020-01-23,0,0
New Jersey,2020-01-24,0,0
New Jersey,2020-01-25,0,0
New Jersey,2020-01-26,0,0
New Jersey,2020-01-27,0,0
New Jersey,2020-01-28,0,0
New Jersey,2020-01-29,0,0
New Jersey,2020-01-30,0,0
New Jersey,2020-01-31,0,0
New Jersey,2020-02-01,0,0
New Jersey,2020-02-02,0,0
New Jersey,2020-02-03,0,0
New Jersey,2020-02-04,0,0
New Jersey,2020-02-05,0,0
New Jersey,2020-02-06,0,0
New Jersey,2020-02-07,0,0
New Jersey,2020-02-08,0,0
New Jersey,2020-02-09,0,0
New Jersey,2020-02-10,0,0
New Jersey,2020-02-11,0,0
New Jersey,2020-02-12,0,0
New Jersey,2020-02-13,0,0
New Jersey,2020-02-14,0,0
New Jersey,2020-02-15,0,0
New Jersey,2020-02-16,0,0
New Jersey,2020-02-17,0,0
New Jersey,2020-02-18,0,0
