state,country,date,recovered
Greenland,Denmark,2/26/20,0
Greenland,Denmark,2/27/20,0
Greenland,Denmark,2/28/20,0
Greenland,Denmark,2/29/20,0
Greenland,Denmark,3/1/20,0
Greenland,Denmark,3/2/20,0
Greenland,Denmark,3/3/20,0
Greenland,Denmark,3/4/20,0
Greenland,Denmark,3/5/20,0
Greenland,Denmark,3/6/20,0
Greenland,Denmark,3/7/20,0
Greenland,Denmark,3/8/20,0
Greenland,Denmark,3/9/20,0
Greenland,Denmark,3/10/20,0
Greenland,Denmark,3/11/20,0
Greenland,Denmark,3/12/20,0
Greenland,Denmark,3/13/20,0
Greenland,Denmark,3/14/20,0
Greenland,Denmark,3/15/20,0
Greenland,Denmark,3/16/20,0
Greenland,Denmark,3/17/20,0
Greenland,Denmark,3/18/20,0
Greenland,Denmark,3/19/20,0
Greenland,Denmark,3/20/20,0
Greenland,Denmark,3/21/20,0
Greenland,Denmark,3/22/20,0
Greenland,Denmark,3/23/20,0
Greenland,Denmark,3/24/20,2
Greenland,Denmark,3/25/20,2
Greenland,Denmark,3/26/20,2
Greenland,Denmark,3/27/20,2
Greenland,Denmark,3/28/20,2
Greenland,Denmark,3/29/20,2
Greenland,Denmark,3/30/20,2
Greenland,Denmark,3/31/20,2
Greenland,Denmark,4/1/20,2
Greenland,Denmark,4/2/20,2
Greenland,Denmark,4/3/20,3
Greenland,Denmark,4/4/20,3
Greenland,Denmark,4/5/20,3
Greenland,Denmark,4/6/20,4
Greenland,Denmark,4/7/20,10
Greenland,Denmark,4/8/20,11
Greenland,Denmark,4/9/20,11
Greenland,Denmark,4/10/20,11
Greenland,Denmark,4/11/20,11
Greenland,Denmark,4/12/20,11
Greenland,Denmark,4/13/20,11
Greenland,Denmark,4/14/20,11
Greenland,Denmark,4/15/20,11
Greenland,Denmark,4/16/20,11
Greenland,Denmark,4/17/20,11
Greenland,Denmark,4/18/20,11
Greenland,Denmark,4/19/20,11
Greenland,Denmark,4/20/20,11
Greenland,Denmark,4/21/20,11
Greenland,Denmark,4/22/20,11
Greenland,Denmark,4/23/20,11
Greenland,Denmark,4/24/20,11
Greenland,Denmark,4/25/20,11
Greenland,Denmark,4/26/20,11
Greenland,Denmark,4/27/20,11
Greenland,Denmark,4/28/20,11
Greenland,Denmark,4/29/20,11
Greenland,Denmark,4/30/20,11
Greenland,Denmark,5/1/20,11
Greenland,Denmark,5/2/20,11
Greenland,Denmark,5/3/20,11
Greenland,Denmark,5/4/20,11
Greenland,Denmark,5/5/20,11
Greenland,Denmark,5/6/20,11
Greenland,Denmark,5/7/20,11
Greenland,Denmark,5/8/20,11
Greenland,Denmark,5/9/20,11
Greenland,Denmark,5/10/20,11
Greenland,Denmark,5/11/20,11
Greenland,Denmark,5/12/20,11
Greenland,Denmark,5/13/20,11
Greenland,Denmark,5/14/20,11
Greenland,Denmark,5/15/20,11
Greenland,Denmark,5/16/20,11
Greenland,Denmark,5/17/20,11
Greenland,Denmark,5/18/20,11
Greenland,Denmark,5/19/20,11
Greenland,Denmark,5/20/20,11
Greenland,Denmark,5/21/20,11
Greenland,Denmark,5/22/20,11
Greenland,Denmark,5/23/20,11
Greenland,Denmark,5/24/20,11
Greenland,Denmark,5/25/20,11
Greenland,Denmark,5/26/20,11
Greenland,Denmark,5/27/20,11
Greenland,Denmark,5/28/20,11
Greenland,Denmark,5/29/20,11
Greenland,Denmark,5/30/20,11
Greenland,Denmark,5/31/20,11
Greenland,Denmark,6/1/20,11
Greenland,Denmark,6/2/20,11
Greenland,Denmark,6/3/20,11
Greenland,Denmark,6/4/20,13
Greenland,Denmark,6/5/20,13
Greenland,Denmark,6/6/20,13
Greenland,Denmark,6/7/20,13
Greenland,Denmark,6/8/20,13
Greenland,Denmark,6/9/20,13
Greenland,Denmark,6/10/20,13
Greenland,Denmark,6/11/20,13
Greenland,Denmark,6/12/20,13
Greenland,Denmark,6/13/20,13
Greenland,Denmark,6/14/20,13
Greenland,Denmark,6/15/20,13
Greenland,Denmark,6/16/20,13
Greenland,Denmark,6/17/20,13
Greenland,Denmark,6/18/20,13
Greenland,Denmark,6/19/20,13
Greenland,Denmark,6/20/20,13
Greenland,Denmark,6/21/20,13
Greenland,Denmark,6/22/20,13
Greenland,Denmark,6/23/20,13
Greenland,Denmark,6/24/20,13
Greenland,Denmark,6/25/20,13
Greenland,Denmark,6/26/20,13
Greenland,Denmark,6/27/20,13
Greenland,Denmark,6/28/20,13
Greenland,Denmark,6/29/20,13
Greenland,Denmark,6/30/20,13
Greenland,Denmark,7/1/20,13
Greenland,Denmark,7/2/20,13
Greenland,Denmark,7/3/20,13
Greenland,Denmark,7/4/20,13
Greenland,Denmark,7/5/20,13
Greenland,Denmark,7/6/20,13
Greenland,Denmark,7/7/20,13
Greenland,Denmark,7/8/20,13
Greenland,Denmark,7/9/20,13
Greenland,Denmark,7/10/20,13
Greenland,Denmark,7/11/20,13
Greenland,Denmark,7/12/20,13
Greenland,Denmark,7/13/20,13
Greenland,Denmark,7/14/20,13
Greenland,Denmark,7/15/20,13
Greenland,Denmark,7/16/20,13
Greenland,Denmark,7/17/20,13
Greenland,Denmark,7/18/20,13
Greenland,Denmark,7/19/20,13
Greenland,Denmark,7/20/20,13
Greenland,Denmark,7/21/20,13
Greenland,Denmark,7/22/20,13
Greenland,Denmark,7/23/20,13
Greenland,Denmark,7/24/20,13
Greenland,Denmark,7/25/20,13
Greenland,Denmark,7/26/20,13
Greenland,Denmark,7/27/20,13
Greenland,Denmark,7/28/20,13
Greenland,Denmark,7/29/20,13
Greenland,Denmark,7/30/20,13
Greenland,Denmark,7/31/20,13
Greenland,Denmark,8/1/20,13
Greenland,Denmark,8/2/20,13
Greenland,Denmark,8/3/20,13
Greenland,Denmark,8/4/20,13
Greenland,Denmark,8/5/20,13
Greenland,Denmark,8/6/20,14
Greenland,Denmark,8/7/20,14
Greenland,Denmark,8/8/20,14
Greenland,Denmark,8/9/20,14
Greenland,Denmark,8/10/20,14
Greenland,Denmark,8/11/20,14
Greenland,Denmark,8/12/20,14
Greenland,Denmark,8/13/20,14
French Guiana,France,1/22/20,0
French Guiana,France,1/23/20,0
French Guiana,France,1/24/20,0
French Guiana,France,1/25/20,0
French Guiana,France,1/26/20,0
French Guiana,France,1/27/20,0
French Guiana,France,1/28/20,0
French Guiana,France,1/29/20,0
French Guiana,France,1/30/20,0
French Guiana,France,1/31/20,0
French Guiana,France,2/1/20,0
French Guiana,France,2/2/20,0
French Guiana,France,2/3/20,0
French Guiana,France,2/4/20,0
French Guiana,France,2/5/20,0
French Guiana,France,2/6/20,0
French Guiana,France,2/7/20,0
French Guiana,France,2/8/20,0
French Guiana,France,2/9/20,0
French Guiana,France,2/10/20,0
French Guiana,France,2/11/20,0
French Guiana,France,2/12/20,0
French Guiana,France,2/13/20,0
French Guiana,France,2/14/20,0
French Guiana,France,2/15/20,0
French Guiana,France,2/16/20,0
French Guiana,France,2/17/20,0
French Guiana,France,2/18/20,0
French Guiana,France,2/19/20,0
French Guiana,France,2/20/20,0
French Guiana,France,2/21/20,0
French Guiana,France,2/22/20,0
French Guiana,France,2/23/20,0
French Guiana,France,2/24/20,0
French Guiana,France,2/25/20,0
French Guiana,France,2/26/20,0
French Guiana,France,2/27/20,0
French Guiana,France,2/28/20,0
French Guiana,France,2/29/20,0
French Guiana,France,3/1/20,0
French Guiana,France,3/2/20,0
French Guiana,France,3/3/20,0
French Guiana,France,3/4/20,0
French Guiana,France,3/5/20,0
French Guiana,France,3/6/20,0
French Guiana,France,3/7/20,0
French Guiana,France,3/8/20,0
French Guiana,France,3/9/20,0
French Guiana,France,3/10/20,0
French Guiana,France,3/11/20,0
French Guiana,France,3/12/20,0
French Guiana,France,3/13/20,0
French Guiana,France,3/14/20,0
French Guiana,France,3/15/20,0
French Guiana,France,3/16/20,0
French Guiana,France,3/17/20,0
French Guiana,France,3/18/20,0
French Guiana,France,3/19/20,0
French Guiana,France,3/20/20,0
French Guiana,France,3/21/20,0
French Guiana,France,3/22/20,6
French Guiana,France,3/23/20,6
French Guiana,France,3/24/20,6
French Guiana,France,3/25/20,6
French Guiana,France,3/26/20,6
French Guiana,France,3/27/20,6
French Guiana,France,3/28/20,6
French Guiana,France,3/29/20,6
French Guiana,France,3/30/20,6
French Guiana,France,3/31/20,6
French Guiana,France,4/1/20,15
French Guiana,France,4/2/20,15
French Guiana,France,4/3/20,22
French Guiana,France,4/4/20,22
French Guiana,France,4/5/20,22
French Guiana,France,4/6/20,34
French Guiana,France,4/7/20,34
French Guiana,France,4/8/20,34
French Guiana,France,4/9/20,43
French Guiana,France,4/10/20,43
French Guiana,France,4/11/20,43
French Guiana,France,4/12/20,51
French Guiana,France,4/13/20,51
French Guiana,France,4/14/20,51
French Guiana,France,4/15/20,51
French Guiana,France,4/16/20,51
French Guiana,France,4/17/20,61
French Guiana,France,4/18/20,64
French Guiana,France,4/19/20,64
French Guiana,France,4/20/20,69
French Guiana,France,4/21/20,76
French Guiana,France,4/22/20,83
French Guiana,France,4/23/20,84
French Guiana,France,4/24/20,87
French Guiana,France,4/25/20,87
French Guiana,France,4/26/20,87
French Guiana,France,4/27/20,87
French Guiana,France,4/28/20,93
French Guiana,France,4/29/20,93
French Guiana,France,4/30/20,94
French Guiana,France,5/1/20,98
French Guiana,France,5/2/20,98
French Guiana,France,5/3/20,98
French Guiana,France,5/4/20,100
French Guiana,France,5/5/20,100
French Guiana,France,5/6/20,111
French Guiana,France,5/7/20,112
French Guiana,France,5/8/20,119
French Guiana,France,5/9/20,119
French Guiana,France,5/10/20,122
French Guiana,France,5/11/20,122
French Guiana,France,5/12/20,122
French Guiana,France,5/13/20,124
French Guiana,France,5/14/20,124
French Guiana,France,5/15/20,124
French Guiana,France,5/16/20,125
French Guiana,France,5/17/20,125
French Guiana,France,5/18/20,131
French Guiana,France,5/19/20,136
French Guiana,France,5/20/20,136
French Guiana,France,5/21/20,137
French Guiana,France,5/22/20,141
French Guiana,France,5/23/20,143
French Guiana,France,5/24/20,145
French Guiana,France,5/25/20,146
French Guiana,France,5/26/20,146
French Guiana,France,5/27/20,150
French Guiana,France,5/28/20,161
French Guiana,France,5/29/20,172
French Guiana,France,5/30/20,185
French Guiana,France,5/31/20,200
French Guiana,France,6/1/20,200
French Guiana,France,6/2/20,207
French Guiana,France,6/3/20,254
French Guiana,France,6/4/20,296
French Guiana,France,6/5/20,321
French Guiana,France,6/6/20,348
French Guiana,France,6/7/20,383
French Guiana,France,6/8/20,400
French Guiana,France,6/9/20,427
French Guiana,France,6/10/20,457
French Guiana,France,6/11/20,462
French Guiana,France,6/12/20,489
French Guiana,France,6/13/20,520
French Guiana,France,6/14/20,534
French Guiana,France,6/15/20,552
French Guiana,France,6/16/20,619
French Guiana,France,6/17/20,663
French Guiana,France,6/18/20,784
French Guiana,France,6/19/20,840
French Guiana,France,6/20/20,890
French Guiana,France,6/21/20,930
French Guiana,France,6/22/20,972
French Guiana,France,6/23/20,1016
French Guiana,France,6/24/20,1056
French Guiana,France,6/25/20,1096
French Guiana,France,6/26/20,1166
French Guiana,France,6/27/20,1249
French Guiana,France,6/28/20,1249
French Guiana,France,6/29/20,1352
French Guiana,France,6/30/20,1508
French Guiana,France,7/1/20,1602
French Guiana,France,7/2/20,1680
French Guiana,France,7/3/20,1777
French Guiana,France,7/4/20,1866
French Guiana,France,7/5/20,1866
French Guiana,France,7/6/20,1984
French Guiana,France,7/7/20,2119
French Guiana,France,7/8/20,2349
French Guiana,France,7/9/20,2555
French Guiana,France,7/10/20,2785
French Guiana,France,7/11/20,2981
French Guiana,France,7/12/20,2981
French Guiana,France,7/13/20,3210
French Guiana,France,7/14/20,3472
French Guiana,France,7/15/20,3738
French Guiana,France,7/16/20,3818
French Guiana,France,7/17/20,3932
French Guiana,France,7/18/20,4272
French Guiana,France,7/19/20,4272
French Guiana,France,7/20/20,4714
French Guiana,France,7/21/20,4996
French Guiana,France,7/22/20,5277
French Guiana,France,7/23/20,5376
French Guiana,France,7/24/20,5522
French Guiana,France,7/25/20,5767
French Guiana,France,7/26/20,5767
French Guiana,France,7/27/20,6047
French Guiana,France,7/28/20,6106
French Guiana,France,7/29/20,6176
French Guiana,France,7/30/20,6270
French Guiana,France,7/31/20,6386
French Guiana,France,8/1/20,6531
French Guiana,France,8/2/20,6531
French Guiana,France,8/3/20,6767
French Guiana,France,8/4/20,6873
French Guiana,France,8/5/20,7075
French Guiana,France,8/6/20,7240
French Guiana,France,8/7/20,7320
French Guiana,France,8/8/20,7501
French Guiana,France,8/9/20,7501
French Guiana,France,8/10/20,7549
French Guiana,France,8/11/20,7632
French Guiana,France,8/12/20,7713
French Guiana,France,8/13/20,7784
French Polynesia,France,1/22/20,0
French Polynesia,France,1/23/20,0
French Polynesia,France,1/24/20,0
French Polynesia,France,1/25/20,0
French Polynesia,France,1/26/20,0
French Polynesia,France,1/27/20,0
French Polynesia,France,1/28/20,0
French Polynesia,France,1/29/20,0
French Polynesia,France,1/30/20,0
French Polynesia,France,1/31/20,0
French Polynesia,France,2/1/20,0
French Polynesia,France,2/2/20,0
French Polynesia,France,2/3/20,0
French Polynesia,France,2/4/20,0
French Polynesia,France,2/5/20,0
French Polynesia,France,2/6/20,0
French Polynesia,France,2/7/20,0
French Polynesia,France,2/8/20,0
French Polynesia,France,2/9/20,0
French Polynesia,France,2/10/20,0
French Polynesia,France,2/11/20,0
French Polynesia,France,2/12/20,0
French Polynesia,France,2/13/20,0
French Polynesia,France,2/14/20,0
French Polynesia,France,2/15/20,0
French Polynesia,France,2/16/20,0
French Polynesia,France,2/17/20,0
French Polynesia,France,2/18/20,0
French Polynesia,France,2/19/20,0
French Polynesia,France,2/20/20,0
French Polynesia,France,2/21/20,0
French Polynesia,France,2/22/20,0
French Polynesia,France,2/23/20,0
French Polynesia,France,2/24/20,0
French Polynesia,France,2/25/20,0
French Polynesia,France,2/26/20,0
French Polynesia,France,2/27/20,0
French Polynesia,France,2/28/20,0
French Polynesia,France,2/29/20,0
French Polynesia,France,3/1/20,0
French Polynesia,France,3/2/20,0
French Polynesia,France,3/3/20,0
French Polynesia,France,3/4/20,0
French Polynesia,France,3/5/20,0
French Polynesia,France,3/6/20,0
French Polynesia,France,3/7/20,0
French Polynesia,France,3/8/20,0
French Polynesia,France,3/9/20,0
French Polynesia,France,3/10/20,0
French Polynesia,France,3/11/20,0
French Polynesia,France,3/12/20,0
French Polynesia,France,3/13/20,0
French Polynesia,France,3/14/20,0
French Polynesia,France,3/15/20,0
French Polynesia,France,3/16/20,0
French Polynesia,France,3/17/20,0
French Polynesia,France,3/18/20,0
French Polynesia,France,3/19/20,0
French Polynesia,France,3/20/20,0
French Polynesia,France,3/21/20,0
French Polynesia,France,3/22/20,0
French Polynesia,France,3/23/20,0
French Polynesia,France,3/24/20,0
French Polynesia,France,3/25/20,0
French Polynesia,France,3/26/20,0
French Polynesia,France,3/27/20,0
French Polynesia,France,3/28/20,0
French Polynesia,France,3/29/20,0
French Polynesia,France,3/30/20,0
French Polynesia,France,3/31/20,0
French Polynesia,France,4/1/20,0
French Polynesia,France,4/2/20,0
French Polynesia,France,4/3/20,0
French Polynesia,France,4/4/20,0
French Polynesia,France,4/5/20,0
French Polynesia,France,4/6/20,0
French Polynesia,France,4/7/20,0
French Polynesia,France,4/8/20,0
French Polynesia,France,4/9/20,0
French Polynesia,France,4/10/20,0
French Polynesia,France,4/11/20,0
French Polynesia,France,4/12/20,0
French Polynesia,France,4/13/20,0
French Polynesia,France,4/14/20,0
French Polynesia,France,4/15/20,0
French Polynesia,France,4/16/20,0
French Polynesia,France,4/17/20,0
French Polynesia,France,4/18/20,2
French Polynesia,France,4/19/20,2
French Polynesia,France,4/20/20,19
French Polynesia,France,4/21/20,19
French Polynesia,France,4/22/20,35
French Polynesia,France,4/23/20,36
French Polynesia,France,4/24/20,41
French Polynesia,France,4/25/20,41
French Polynesia,France,4/26/20,41
French Polynesia,France,4/27/20,43
French Polynesia,France,4/28/20,49
French Polynesia,France,4/29/20,50
French Polynesia,France,4/30/20,50
French Polynesia,France,5/1/20,51
French Polynesia,France,5/2/20,51
French Polynesia,France,5/3/20,51
French Polynesia,France,5/4/20,53
French Polynesia,France,5/5/20,54
French Polynesia,France,5/6/20,54
French Polynesia,France,5/7/20,56
French Polynesia,France,5/8/20,56
French Polynesia,France,5/9/20,56
French Polynesia,France,5/10/20,56
French Polynesia,France,5/11/20,56
French Polynesia,France,5/12/20,58
French Polynesia,France,5/13/20,58
French Polynesia,France,5/14/20,59
French Polynesia,France,5/15/20,59
French Polynesia,France,5/16/20,59
French Polynesia,France,5/17/20,59
French Polynesia,France,5/18/20,60
French Polynesia,France,5/19/20,60
French Polynesia,France,5/20/20,60
French Polynesia,France,5/21/20,60
French Polynesia,France,5/22/20,60
French Polynesia,France,5/23/20,60
French Polynesia,France,5/24/20,60
French Polynesia,France,5/25/20,60
French Polynesia,France,5/26/20,60
French Polynesia,France,5/27/20,60
French Polynesia,France,5/28/20,60
French Polynesia,France,5/29/20,60
French Polynesia,France,5/30/20,60
French Polynesia,France,5/31/20,60
French Polynesia,France,6/1/20,60
French Polynesia,France,6/2/20,60
French Polynesia,France,6/3/20,60
French Polynesia,France,6/4/20,60
French Polynesia,France,6/5/20,60
French Polynesia,France,6/6/20,60
French Polynesia,France,6/7/20,60
French Polynesia,France,6/8/20,60
French Polynesia,France,6/9/20,60
French Polynesia,France,6/10/20,60
French Polynesia,France,6/11/20,60
French Polynesia,France,6/12/20,60
French Polynesia,France,6/13/20,60
French Polynesia,France,6/14/20,60
French Polynesia,France,6/15/20,60
French Polynesia,France,6/16/20,60
French Polynesia,France,6/17/20,60
French Polynesia,France,6/18/20,60
French Polynesia,France,6/19/20,60
French Polynesia,France,6/20/20,60
French Polynesia,France,6/21/20,60
French Polynesia,France,6/22/20,60
French Polynesia,France,6/23/20,60
French Polynesia,France,6/24/20,60
French Polynesia,France,6/25/20,60
French Polynesia,France,6/26/20,60
French Polynesia,France,6/27/20,60
French Polynesia,France,6/28/20,60
French Polynesia,France,6/29/20,60
French Polynesia,France,6/30/20,60
French Polynesia,France,7/1/20,60
French Polynesia,France,7/2/20,60
French Polynesia,France,7/3/20,60
French Polynesia,France,7/4/20,60
French Polynesia,France,7/5/20,60
French Polynesia,France,7/6/20,60
French Polynesia,France,7/7/20,60
French Polynesia,France,7/8/20,60
French Polynesia,France,7/9/20,60
French Polynesia,France,7/10/20,60
French Polynesia,France,7/11/20,60
French Polynesia,France,7/12/20,60
French Polynesia,France,7/13/20,60
French Polynesia,France,7/14/20,60
French Polynesia,France,7/15/20,60
French Polynesia,France,7/16/20,60
French Polynesia,France,7/17/20,60
French Polynesia,France,7/18/20,60
French Polynesia,France,7/19/20,60
French Polynesia,France,7/20/20,60
French Polynesia,France,7/21/20,60
French Polynesia,France,7/22/20,60
French Polynesia,France,7/23/20,60
French Polynesia,France,7/24/20,60
French Polynesia,France,7/25/20,60
French Polynesia,France,7/26/20,60
French Polynesia,France,7/27/20,60
French Polynesia,France,7/28/20,60
French Polynesia,France,7/29/20,62
French Polynesia,France,7/30/20,62
French Polynesia,France,7/31/20,62
French Polynesia,France,8/1/20,62
French Polynesia,France,8/2/20,62
French Polynesia,France,8/3/20,62
French Polynesia,France,8/4/20,62
French Polynesia,France,8/5/20,62
French Polynesia,France,8/6/20,62
French Polynesia,France,8/7/20,62
French Polynesia,France,8/8/20,62
French Polynesia,France,8/9/20,62
French Polynesia,France,8/10/20,62
French Polynesia,France,8/11/20,62
French Polynesia,France,8/12/20,64
French Polynesia,France,8/13/20,64
Guadeloupe,France,1/22/20,0
Guadeloupe,France,1/23/20,0
Guadeloupe,France,1/24/20,0
Guadeloupe,France,1/25/20,0
Guadeloupe,France,1/26/20,0
Guadeloupe,France,1/27/20,0
Guadeloupe,France,1/28/20,0
Guadeloupe,France,1/29/20,0
Guadeloupe,France,1/30/20,0
Guadeloupe,France,1/31/20,0
Guadeloupe,France,2/1/20,0
Guadeloupe,France,2/2/20,0
Guadeloupe,France,2/3/20,0
Guadeloupe,France,2/4/20,0
Guadeloupe,France,2/5/20,0
Guadeloupe,France,2/6/20,0
Guadeloupe,France,2/7/20,0
Guadeloupe,France,2/8/20,0
Guadeloupe,France,2/9/20,0
Guadeloupe,France,2/10/20,0
Guadeloupe,France,2/11/20,0
Guadeloupe,France,2/12/20,0
Guadeloupe,France,2/13/20,0
Guadeloupe,France,2/14/20,0
Guadeloupe,France,2/15/20,0
Guadeloupe,France,2/16/20,0
Guadeloupe,France,2/17/20,0
Guadeloupe,France,2/18/20,0
Guadeloupe,France,2/19/20,0
Guadeloupe,France,2/20/20,0
Guadeloupe,France,2/21/20,0
Guadeloupe,France,2/22/20,0
Guadeloupe,France,2/23/20,0
Guadeloupe,France,2/24/20,0
Guadeloupe,France,2/25/20,0
Guadeloupe,France,2/26/20,0
Guadeloupe,France,2/27/20,0
Guadeloupe,France,2/28/20,0
Guadeloupe,France,2/29/20,0
Guadeloupe,France,3/1/20,0
Guadeloupe,France,3/2/20,0
Guadeloupe,France,3/3/20,0
Guadeloupe,France,3/4/20,0
Guadeloupe,France,3/5/20,0
Guadeloupe,France,3/6/20,0
Guadeloupe,France,3/7/20,0
Guadeloupe,France,3/8/20,0
Guadeloupe,France,3/9/20,0
Guadeloupe,France,3/10/20,0
Guadeloupe,France,3/11/20,0
Guadeloupe,France,3/12/20,0
Guadeloupe,France,3/13/20,0
Guadeloupe,France,3/14/20,0
Guadeloupe,France,3/15/20,0
Guadeloupe,France,3/16/20,0
Guadeloupe,France,3/17/20,0
Guadeloupe,France,3/18/20,0
Guadeloupe,France,3/19/20,0
Guadeloupe,France,3/20/20,0
Guadeloupe,France,3/21/20,0
Guadeloupe,France,3/22/20,0
Guadeloupe,France,3/23/20,0
Guadeloupe,France,3/24/20,0
Guadeloupe,France,3/25/20,0
Guadeloupe,France,3/26/20,0
Guadeloupe,France,3/27/20,0
Guadeloupe,France,3/28/20,17
Guadeloupe,France,3/29/20,17
Guadeloupe,France,3/30/20,17
Guadeloupe,France,3/31/20,22
Guadeloupe,France,4/1/20,24
Guadeloupe,France,4/2/20,24
Guadeloupe,France,4/3/20,24
Guadeloupe,France,4/4/20,24
Guadeloupe,France,4/5/20,31
Guadeloupe,France,4/6/20,31
Guadeloupe,France,4/7/20,31
Guadeloupe,France,4/8/20,43
Guadeloupe,France,4/9/20,43
Guadeloupe,France,4/10/20,67
Guadeloupe,France,4/11/20,67
Guadeloupe,France,4/12/20,67
Guadeloupe,France,4/13/20,67
Guadeloupe,France,4/14/20,67
Guadeloupe,France,4/15/20,67
Guadeloupe,France,4/16/20,67
Guadeloupe,France,4/17/20,67
Guadeloupe,France,4/18/20,73
Guadeloupe,France,4/19/20,73
Guadeloupe,France,4/20/20,73
Guadeloupe,France,4/21/20,73
Guadeloupe,France,4/22/20,73
Guadeloupe,France,4/23/20,76
Guadeloupe,France,4/24/20,82
Guadeloupe,France,4/25/20,82
Guadeloupe,France,4/26/20,82
Guadeloupe,France,4/27/20,82
Guadeloupe,France,4/28/20,82
Guadeloupe,France,4/29/20,82
Guadeloupe,France,4/30/20,95
Guadeloupe,France,5/1/20,95
Guadeloupe,France,5/2/20,95
Guadeloupe,France,5/3/20,95
Guadeloupe,France,5/4/20,98
Guadeloupe,France,5/5/20,98
Guadeloupe,France,5/6/20,104
Guadeloupe,France,5/7/20,104
Guadeloupe,France,5/8/20,104
Guadeloupe,France,5/9/20,104
Guadeloupe,France,5/10/20,104
Guadeloupe,France,5/11/20,104
Guadeloupe,France,5/12/20,109
Guadeloupe,France,5/13/20,109
Guadeloupe,France,5/14/20,109
Guadeloupe,France,5/15/20,109
Guadeloupe,France,5/16/20,109
Guadeloupe,France,5/17/20,109
Guadeloupe,France,5/18/20,109
Guadeloupe,France,5/19/20,109
Guadeloupe,France,5/20/20,109
Guadeloupe,France,5/21/20,109
Guadeloupe,France,5/22/20,115
Guadeloupe,France,5/23/20,115
Guadeloupe,France,5/24/20,115
Guadeloupe,France,5/25/20,115
Guadeloupe,France,5/26/20,115
Guadeloupe,France,5/27/20,115
Guadeloupe,France,5/28/20,115
Guadeloupe,France,5/29/20,138
Guadeloupe,France,5/30/20,138
Guadeloupe,France,5/31/20,138
Guadeloupe,France,6/1/20,138
Guadeloupe,France,6/2/20,138
Guadeloupe,France,6/3/20,138
Guadeloupe,France,6/4/20,138
Guadeloupe,France,6/5/20,144
Guadeloupe,France,6/6/20,144
Guadeloupe,France,6/7/20,144
Guadeloupe,France,6/8/20,144
Guadeloupe,France,6/9/20,144
Guadeloupe,France,6/10/20,144
Guadeloupe,France,6/11/20,144
Guadeloupe,France,6/12/20,157
Guadeloupe,France,6/13/20,157
Guadeloupe,France,6/14/20,157
Guadeloupe,France,6/15/20,157
Guadeloupe,France,6/16/20,157
Guadeloupe,France,6/17/20,157
Guadeloupe,France,6/18/20,157
Guadeloupe,France,6/19/20,157
Guadeloupe,France,6/20/20,157
Guadeloupe,France,6/21/20,157
Guadeloupe,France,6/22/20,157
Guadeloupe,France,6/23/20,157
Guadeloupe,France,6/24/20,157
Guadeloupe,France,6/25/20,157
Guadeloupe,France,6/26/20,157
Guadeloupe,France,6/27/20,157
Guadeloupe,France,6/28/20,157
Guadeloupe,France,6/29/20,157
Guadeloupe,France,6/30/20,157
Guadeloupe,France,7/1/20,157
Guadeloupe,France,7/2/20,157
Guadeloupe,France,7/3/20,157
Guadeloupe,France,7/4/20,157
Guadeloupe,France,7/5/20,157
Guadeloupe,France,7/6/20,157
Guadeloupe,France,7/7/20,157
Guadeloupe,France,7/8/20,157
Guadeloupe,France,7/9/20,157
Guadeloupe,France,7/10/20,157
Guadeloupe,France,7/11/20,157
Guadeloupe,France,7/12/20,157
Guadeloupe,France,7/13/20,157
Guadeloupe,France,7/14/20,157
Guadeloupe,France,7/15/20,157
Guadeloupe,France,7/16/20,157
Guadeloupe,France,7/17/20,172
Guadeloupe,France,7/18/20,172
Guadeloupe,France,7/19/20,172
Guadeloupe,France,7/20/20,172
Guadeloupe,France,7/21/20,172
Guadeloupe,France,7/22/20,172
Guadeloupe,France,7/23/20,172
Guadeloupe,France,7/24/20,176
Guadeloupe,France,7/25/20,176
Guadeloupe,France,7/26/20,176
Guadeloupe,France,7/27/20,176
Guadeloupe,France,7/28/20,176
Guadeloupe,France,7/29/20,176
Guadeloupe,France,7/30/20,176
Guadeloupe,France,7/31/20,179
Guadeloupe,France,8/1/20,179
Guadeloupe,France,8/2/20,179
Guadeloupe,France,8/3/20,179
Guadeloupe,France,8/4/20,179
Guadeloupe,France,8/5/20,179
Guadeloupe,France,8/6/20,179
Guadeloupe,France,8/7/20,186
Guadeloupe,France,8/8/20,186
Guadeloupe,France,8/9/20,186
Guadeloupe,France,8/10/20,186
Guadeloupe,France,8/11/20,186
Guadeloupe,France,8/12/20,289
Guadeloupe,France,8/13/20,289
Martinique,France,1/22/20,0
Martinique,France,1/23/20,0
Martinique,France,1/24/20,0
Martinique,France,1/25/20,0
Martinique,France,1/26/20,0
Martinique,France,1/27/20,0
Martinique,France,1/28/20,0
Martinique,France,1/29/20,0
Martinique,France,1/30/20,0
Martinique,France,1/31/20,0
Martinique,France,2/1/20,0
Martinique,France,2/2/20,0
Martinique,France,2/3/20,0
Martinique,France,2/4/20,0
Martinique,France,2/5/20,0
Martinique,France,2/6/20,0
Martinique,France,2/7/20,0
Martinique,France,2/8/20,0
Martinique,France,2/9/20,0
Martinique,France,2/10/20,0
Martinique,France,2/11/20,0
Martinique,France,2/12/20,0
Martinique,France,2/13/20,0
Martinique,France,2/14/20,0
Martinique,France,2/15/20,0
Martinique,France,2/16/20,0
Martinique,France,2/17/20,0
Martinique,France,2/18/20,0
